res_id,name,establishment,city,locality,cuisines,average_cost_for_two,price_range,currency,aggregate_rating,rating_text,votes,photo_count,delivery,takeaway
3400299,Bikanervala,Quick Bites,Agra,Khandari,"North Indian, South Indian, Mithai, Street Food, Desserts",700,2,Rs.,4.4,Very Good,814,154,-1,-1
3400005,Mama Chicken Mama Franky House,Quick Bites,Agra,Agra Cantt,"North Indian, Mughlai, Rolls, Chinese, Fast Food, Street Food",600,2,Rs.,4.4,Very Good,1203,161,-1,-1
3401013,Bhagat Halwai,Quick Bites,Agra,Shahganj,"Fast Food, Mithai",300,1,Rs.,4.2,Very Good,801,107,1,-1
3400290,Bhagat Halwai,Quick Bites,Agra,Civil Lines,"Desserts, Bakery, Fast Food, South Indian",300,1,Rs.,4.3,Very Good,693,157,1,-1
3401744,The Salt Cafe Kitchen & Bar,Casual Dining,Agra,Tajganj,"North Indian, Continental, Italian",1000,3,Rs.,4.9,Excellent,470,291,1,-1
3400275,Domino's Pizza,Quick Bites,Agra,Civil Lines,"Pizza, Fast Food",400,2,Rs.,4.0,Very Good,707,62,-1,-1
3400296,Honeydew Restaurant,Quick Bites,Agra,Dayal Bagh,"North Indian, Fast Food, Chinese, South Indian",500,2,Rs.,4.2,Very Good,647,46,1,-1
3400368,Domino's Pizza,Quick Bites,Agra,Sikandra,"Pizza, Fast Food",400,2,Rs.,3.8,Good,617,18,-1,-1
3401284,Cake House,Bakery,Agra,Civil Lines,"Bakery, Fast Food",500,2,Rs.,3.4,Average,322,14,1,-1
3400838,Sugar N Thyme,Café,Agra,Tajganj,"Cafe, Chinese, Continental, Italian, Bakery, Desserts",1000,3,Rs.,4.4,Very Good,289,324,1,-1
3400868,Hichkee,Casual Dining,Agra,Civil Lines,"Continental, North Indian, Chinese",1200,3,Rs.,4.4,Very Good,683,229,1,-1
3400425,Bikanervala,Casual Dining,Agra,Tajganj,"North Indian, South Indian, Mithai, Street Food, Desserts",700,2,Rs.,4.4,Very Good,523,162,1,-1
3400105,Pizza Hut,Casual Dining,Agra,Tajganj,"Pizza, Fast Food, Italian",700,2,Rs.,4.1,Very Good,626,99,-1,-1
3400457,Yadav Dhaba Purana,Dhaba,Agra,Civil Lines,North Indian,300,1,Rs.,4.1,Very Good,361,9,1,-1
3400282,Aahar,Casual Dining,Agra,Civil Lines,"North Indian, South Indian, Chinese, Bakery, Continental",700,2,Rs.,4.1,Very Good,474,52,1,-1
3400611,Domino's Pizza,Quick Bites,Agra,Kamla Nagar,"Pizza, Fast Food",400,2,Rs.,3.5,Good,490,17,-1,-1
3400017,Pinch Of Spice,Casual Dining,Agra,Civil Lines,"North Indian, Chinese, Mughlai",1600,4,Rs.,4.6,Excellent,915,105,1,-1
3400279,Mc Donald's,Quick Bites,Agra,Civil Lines,"Burger, Fast Food",500,2,Rs.,4.3,Very Good,837,45,-1,-1
3400010,GMB - Gopika Sweets & Restaurant,Casual Dining,Agra,Tajganj,"Desserts, North Indian, South Indian, Chinese, Fast Food, Street Food",400,2,Rs.,4.1,Very Good,362,86,-1,-1
3400712,The Greener Side,Quick Bites,Agra,Civil Lines,"Fast Food, Wraps, Desserts, Beverages",300,1,Rs.,4.4,Very Good,490,77,1,-1
3400297,Bhagat Halwai,Quick Bites,Agra,Dayal Bagh,"Mithai, Chinese, Fast Food, Street Food, South Indian, Bakery",250,1,Rs.,3.9,Good,417,52,1,-1
3400370,Pizza Hut,Casual Dining,Agra,Sikandra,"Pizza, Fast Food, Italian",700,2,Rs.,3.9,Good,376,54,1,-1
3400018,Pinch Of Spice,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental",1600,4,Rs.,4.6,Excellent,965,690,1,-1
3401687,Jain Bhojnalaya,Bhojanalya,Agra,Sikandra,North Indian,200,1,Rs.,4.2,Very Good,237,3,1,-1
3400469,Papa Ji Da Dhaba,Dhaba,Agra,Civil Lines,North Indian,250,1,Rs.,4.1,Very Good,402,14,1,-1
3400021,Chokho Jeeman Marwari Jain Bhojanalya,Casual Dining,Agra,Civil Lines,Rajasthani,400,2,Rs.,4.3,Very Good,514,109,1,-1
3400277,Pizza Hut,Casual Dining,Agra,Civil Lines,"Pizza, Fast Food, Italian",700,2,Rs.,3.9,Good,410,61,1,-1
3400850,Urban Deck,Casual Dining,Agra,Civil Lines,"Mexican, Italian, North Indian",1600,4,Rs.,4.3,Very Good,672,192,1,-1
3400251,Domino's Pizza,Quick Bites,Agra,Agra Cantt,"Pizza, Fast Food",400,2,Rs.,3.6,Good,433,26,-1,-1
18888066,Kiskey Whiskey,Bar,Agra,Civil Lines,"North Indian, Continental, Chinese",700,2,Rs.,4.5,Excellent,406,235,-1,-1
3400130,Manoj Restaurant,Quick Bites,Agra,Mantola,"South Indian, Chinese",200,1,Rs.,3.9,Good,384,10,-1,-1
3400475,Amritsari Kulcha Junction,Quick Bites,Agra,Civil Lines,North Indian,600,2,Rs.,4.2,Very Good,381,51,1,-1
3400628,Deviram Food Circle,Sweet Shop,Agra,Lohamandi,"Mithai, Fast Food, Street Food, North Indian",200,1,Rs.,4.0,Very Good,266,22,1,-1
3400840,Subway,Quick Bites,Agra,Khandari,"Fast Food, Healthy Food, Sandwich, Salad",500,2,Rs.,4.1,Very Good,322,47,1,-1
3401344,Cafe Turquoise Cottage,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental, Italian, Pizza",1600,4,Rs.,4.6,Excellent,344,267,-1,-1
18895858,Guru Kripa Yadav Dhaba,Dhaba,Agra,Civil Lines,North Indian,150,1,Rs.,4.0,Very Good,167,4,1,-1
3400326,Tea'se Me - Rooftop Tea Boutique,Casual Dining,Agra,Tajganj,"Chinese, Italian, Continental, North Indian",1000,3,Rs.,4.7,Excellent,711,499,-1,-1
3401492,Chimmanlal Puri Wale,Quick Bites,Agra,Mantola,"North Indian, Street Food, Mithai",150,1,Rs.,4.0,Very Good,274,5,1,-1
3401167,The Momo Corner,Quick Bites,Agra,Kamla Nagar,"Chinese, Momos, Wraps, Burger",200,1,Rs.,4.2,Very Good,213,50,1,-1
3400131,Jain Restaurant,Quick Bites,Agra,Shahganj,"North Indian, South Indian",500,2,Rs.,4.2,Very Good,341,32,1,-1
3400016,Pind Balluchi,Casual Dining,Agra,Tajganj,"North Indian, Mughlai",1000,3,Rs.,4.2,Very Good,508,210,1,-1
3401611,Bhadawar Hotel,Quick Bites,Agra,Mantola,North Indian,200,1,Rs.,4.1,Very Good,237,9,1,-1
3400853,Mocha,Café,Agra,Tajganj,"Cafe, Italian, Chinese, Continental, North Indian",1500,4,Rs.,4.4,Very Good,463,482,-1,-1
3400208,Domino's Pizza,Quick Bites,Agra,Tajganj,"Pizza, Fast Food",400,2,Rs.,3.8,Good,336,38,-1,-1
18933640,CHHAT - Over The Top,Quick Bites,Agra,Tajganj,"North Indian, Chinese, Lebanese, Continental, Mediterranean, Mexican",800,3,Rs.,4.2,Very Good,79,142,-1,-1
3401309,Pari Family Restaurant,Quick Bites,Agra,Sikandra,"North Indian, Fast Food, South Indian",400,2,Rs.,3.8,Good,284,12,1,-1
3400015,KFC,Quick Bites,Agra,Tajganj,"Burger, Fast Food",450,2,Rs.,4.0,Very Good,286,48,1,-1
3400025,Jahanpanah,Casual Dining,Agra,Agra Cantt,"North Indian, Mughlai, Rolls",850,3,Rs.,3.8,Good,288,266,1,-1
3400908,What The Food,Quick Bites,Agra,Civil Lines,Fast Food,400,2,Rs.,3.9,Good,283,9,1,-1
3401310,Shree Balaji Family Restaurant,Quick Bites,Agra,Sikandra,"North Indian, South Indian, Fast Food",400,2,Rs.,3.7,Good,306,32,1,-1
3400391,Chapter 1 Cafe,Café,Agra,Tajganj,"Cafe, Italian, Mexican, North Indian, Continental",1000,3,Rs.,4.2,Very Good,280,294,1,-1
3400238,Sardar Ji Da Dhaba,Casual Dining,Agra,Agra Cantt,North Indian,400,2,Rs.,4.0,Very Good,225,10,1,-1
3400430,Rohit Cakes And Bakes,Bakery,Agra,Kamla Nagar,Bakery,350,2,Rs.,4.0,Very Good,376,22,0,-1
3400304,The Big Bun,Quick Bites,Agra,Civil Lines,"Burger, Sandwich, Fast Food, Pizza, Rolls, Bakery",250,1,Rs.,4.2,Very Good,225,31,1,-1
3401227,Q'sinn,Casual Dining,Agra,Civil Lines,North Indian,900,3,Rs.,4.2,Very Good,138,140,1,-1
3401276,The Masterchef Restaurant,Café,Agra,Kamla Nagar,"Cafe, Italian, North Indian, Chinese",600,2,Rs.,4.0,Very Good,238,77,1,-1
3400023,Achman,Quick Bites,Agra,Civil Lines,"North Indian, South Indian",700,2,Rs.,4.1,Very Good,279,18,1,-1
3400059,Peshawri - ITC Mughal,Fine Dining,Agra,"ITC Mughal, Tajganj","North Indian, Mughlai",6000,4,Rs.,4.4,Very Good,353,154,-1,-1
18966639,Fakira,Casual Dining,Agra,Sikandra,"North Indian, Chinese, Continental, Fast Food",1000,3,Rs.,3.9,Good,117,169,1,-1
3401656,D'Delicia,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Mexican, Italian",1600,4,Rs.,4.7,Excellent,252,235,1,-1
3401243,Campus Bakers,Quick Bites,Agra,Sikandra,"Fast Food, Bakery",300,1,Rs.,4.1,Very Good,197,50,1,-1
3400392,Thaaliwala,Casual Dining,Agra,Tajganj,"North Indian, Fast Food",700,2,Rs.,4.0,Very Good,324,146,1,-1
3400301,Anant Restaurant,Casual Dining,Agra,Kamla Nagar,South Indian,350,2,Rs.,4.1,Very Good,274,17,1,-1
18943864,Om Sai Ram Bhojhnalaya,Bhojanalya,Agra,Sikandra,North Indian,250,1,Rs.,4.1,Very Good,162,2,1,-1
3400346,Sheroes Hangout,Café,Agra,Tajganj,"Cafe, North Indian, Chinese",200,1,Rs.,4.8,Excellent,262,220,1,-1
3400967,Fruck,Food Truck,Agra,Khandari,Street Food,400,2,Rs.,4.1,Very Good,160,76,1,-1
3400737,Bercos,Casual Dining,Agra,Civil Lines,"Chinese, Thai",800,3,Rs.,4.1,Very Good,213,116,1,-1
3400263,Rambabu Parantha Bhandar,Casual Dining,Agra,Civil Lines,North Indian,600,2,Rs.,3.8,Good,326,45,-1,-1
3400348,G Thal,Casual Dining,Agra,Khandari,"Rajasthani, Gujarati, Mughlai",900,3,Rs.,3.7,Good,277,79,1,-1
3400158,MKOP,Dessert Parlour,Agra,Civil Lines,"Bakery, Fast Food",200,1,Rs.,4.3,Very Good,253,84,1,-1
3401781,Agarwal Restaurant Sweets And Dairy,Quick Bites,Agra,Shahganj,"North Indian, Beverages, South Indian, Fast Food, Pizza",300,1,Rs.,3.7,Good,172,8,1,-1
18691803,Indian Chicken Express,Quick Bites,Agra,Shahganj,"Mughlai, North Indian",700,2,Rs.,4.1,Very Good,160,4,-1,-1
3400338,Udupi Brindavan,Casual Dining,Agra,Khandari,"South Indian, North Indian, Chinese",600,2,Rs.,4.2,Very Good,223,78,1,-1
3401095,Family Zaika Restro & Lounge,Casual Dining,Agra,Kamla Nagar,"North Indian, South Indian, Chinese, Beverages, Desserts",600,2,Rs.,3.9,Good,151,91,1,-1
3400174,Ram Babu Parathe Wale,Casual Dining,Agra,Sikandra,Fast Food,700,2,Rs.,3.2,Average,271,43,1,-1
3400780,Grey House Cafe,Café,Agra,Tajganj,Cafe,1500,4,Rs.,4.1,Very Good,208,224,-1,-1
3400177,Deviram Sweets and Restaurant,Casual Dining,Agra,Rakabganj,"North Indian, Fast Food, Desserts, Mithai",650,2,Rs.,4.3,Very Good,198,38,1,-1
3400385,Sattolala Food Court,Quick Bites,Agra,Shahganj,"North Indian, Desserts",200,1,Rs.,3.5,Good,215,20,1,-1
3400685,Shan E Hind,Casual Dining,Agra,Agra Cantt,North Indian,450,2,Rs.,3.8,Good,170,31,-1,-1
3400029,Capri Restaurant,Casual Dining,Agra,Civil Lines,"North Indian, Mughlai",850,3,Rs.,3.5,Good,232,60,1,-1
3400019,Dasaprakash Restaurant,Casual Dining,Agra,Rakabganj,"South Indian, Desserts",550,2,Rs.,4.1,Very Good,225,100,1,-1
3400934,Shree Bankey Bihari Misthan Bhandar,Sweet Shop,Agra,Sikandra,"Mithai, Street Food, South Indian, Chinese",300,1,Rs.,4.3,Very Good,159,9,1,-1
3400696,The Forest,Casual Dining,Agra,Sikandra,Indian,800,3,Rs.,3.7,Good,265,51,1,-1
3401558,Chickenwala.com,Quick Bites,Agra,Sikandra,North Indian,300,1,Rs.,3.9,Good,135,35,1,-1
3401164,Dosa Plaza,Quick Bites,Agra,Khandari,"South Indian, North Indian, Chinese",300,1,Rs.,3.8,Good,203,47,1,-1
3401196,Social Attitude,Café,Agra,Shahganj,"Cafe, North Indian, Chinese, Italian, Continental, Finger Food, Fast Food, Beverages",600,2,Rs.,3.8,Good,217,29,1,-1
3400703,Bullet Adda,Café,Agra,Sikandra,"Cafe, Continental, Italian",500,2,Rs.,4.0,Very Good,230,81,-1,-1
3401835,Tirupati's Dosa Factory,Quick Bites,Agra,Civil Lines,South Indian,200,1,Rs.,4.0,Very Good,93,81,1,-1
3400024,Temptation,Casual Dining,Agra,Kamla Nagar,"North Indian, Chinese, Fast Food",1000,3,Rs.,3.8,Good,258,23,-1,-1
3400319,Agra Chat House,Quick Bites,Agra,Agra Cantt,Street Food,150,1,Rs.,4.2,Very Good,177,41,1,-1
3401239,Bhawna Sweets,Sweet Shop,Agra,Civil Lines,"Mithai, Desserts",300,1,Rs.,4.0,Very Good,152,38,1,-1
3400382,Gurgaonwala,Quick Bites,Agra,Shahganj,Fast Food,300,1,Rs.,4.1,Very Good,254,13,-1,-1
3400278,Atlantic Foods,Dessert Parlour,Agra,Civil Lines,"Bakery, Desserts, Sandwich, Burger, Pizza, Fast Food",400,2,Rs.,4.1,Very Good,166,73,1,-1
3400652,Chaat Chowpaati,Quick Bites,Agra,Kamla Nagar,Street Food,150,1,Rs.,3.9,Good,184,16,1,-1
3400060,Taj Bano - ITC Mughal,Fine Dining,Agra,"ITC Mughal, Tajganj","Mughlai, North Indian",2500,4,Rs.,4.3,Very Good,96,205,-1,-1
3401794,Culinary Junction By Udupi,Casual Dining,Agra,Tajganj,"North Indian, South Indian, European, Chinese, Italian",800,3,Rs.,4.3,Very Good,36,132,1,-1
3400328,Chopstix,Quick Bites,Agra,Civil Lines,Chinese,600,2,Rs.,3.9,Good,194,44,1,-1
3401796,Bhagwati Dhaba,Dhaba,Agra,Sikandra,North Indian,200,1,Rs.,4.0,Very Good,194,4,1,-1
3401582,Chainess,Quick Bites,Agra,Civil Lines,"Tea, Fast Food",200,1,Rs.,4.3,Very Good,127,109,1,-1
3401225,Jux Pux,Café,Agra,Khandari,"Fast Food, Italian, Beverages, Burger, Sandwich, Pizza",200,1,Rs.,3.8,Good,123,59,1,-1
3400106,Bellevue - The Oberoi Amarvilas,Fine Dining,Agra,"The Oberoi Amarvilas, Tajganj","North Indian, Chinese, Continental",6500,4,Rs.,4.4,Very Good,153,105,-1,-1
3400107,Esphahan - The Oberoi Amarvilas,Fine Dining,Agra,"The Oberoi Amarvilas, Tajganj",North Indian,6000,4,Rs.,4.1,Very Good,36,49,-1,-1
3400560,Skydeck - The Gateway Hotel,Fine Dining,Agra,"The Gateway Hotel, Tajganj","North Indian, Chinese, Continental",5500,4,Rs.,0.0,Not rated,3,4,-1,-1
3400082,Tapas - Jaypee Palace Hotel,Bar,Agra,"Jaypee Palace Hotel, Tajganj",Finger Food,4300,4,Rs.,3.4,Average,13,7,-1,-1
3400072,Dawat-e-Nawab - Radisson Blu,Fine Dining,Agra,"Radisson Blu, Tajganj","North Indian, Mughlai",3600,4,Rs.,4.2,Very Good,114,121,-1,-1
3400933,Infini – The Sky Lounge - Radisson Blu,Lounge,Agra,"Radisson Blu, Tajganj",North Indian,3500,4,Rs.,3.7,Good,46,19,-1,-1
3400081,Pavilion Café - Jaypee Palace Hotel,Fine Dining,Agra,"Jaypee Palace Hotel, Tajganj","North Indian, Continental",3200,4,Rs.,3.9,Good,26,8,-1,-1
3400080,Paatra - Jaypee Palace Hotel,Fine Dining,Agra,"Jaypee Palace Hotel, Tajganj","North Indian, Mughlai",3000,4,Rs.,4.2,Very Good,140,53,-1,-1
3400580,Oasis - Four Points By Sheraton,Fine Dining,Agra,"Four Points by Sheraton Agra, Tajganj","North Indian, Chinese, Continental",3000,4,Rs.,4.3,Very Good,46,86,-1,-1
3400932,Palato - All Day Dining - Radisson Blu,Casual Dining,Agra,"Radisson Blu, Tajganj","Asian, European, North Indian, Mediterranean",3000,4,Rs.,4.1,Very Good,37,48,-1,-1
3400412,North 27,Fine Dining,Agra,"DoubleTree by Hilton Hotel Agra, Tajganj","North Indian, Chinese, Continental",3000,4,Rs.,3.9,Good,20,26,-1,-1
3400108,The Bar - The Oberoi Amarvilas,Fine Dining,Agra,"The Oberoi Amarvilas, Tajganj",Finger Food,3000,4,Rs.,3.8,Good,19,18,-1,-1
3400414,Kebab-e-que,Fine Dining,Agra,"DoubleTree by Hilton Hotel Agra, Tajganj","North Indian, Mughlai",3000,4,Rs.,3.9,Good,22,8,-1,-1
3401117,The Roof Top - Four Points By Sheraton,Fine Dining,Agra,"Four Points by Sheraton Agra, Tajganj","Continental, Mughlai",3000,4,Rs.,0.0,Not rated,0,2,-1,-1
3400418,The Sunset Lounge - Hotel Clarks Shiraz,Lounge,Agra,"Hotel Clarks Shiraz, Agra Cantt",Finger Food,2800,4,Rs.,3.3,Average,6,5,-1,-1
3400055,The Mughal Room - Hotel Clarks Shiraz,Fine Dining,Agra,"Hotel Clarks Shiraz, Agra Cantt","North Indian, Mughlai",2500,4,Rs.,4.2,Very Good,154,68,-1,-1
3400062,Mughal Pavilion - ITC Mughal,Fine Dining,Agra,"ITC Mughal, Tajganj","North Indian, Chinese, Continental",2500,4,Rs.,3.9,Good,104,60,-1,-1
18253115,Turko Mughal - Ramada Plaza,Casual Dining,Agra,"Ramada Plaza, Tajganj","North Indian, Mughlai",2500,4,Rs.,4.6,Excellent,40,162,-1,-1
3400078,C'est Chine - Jaypee Palace Hotel,Fine Dining,Agra,"Jaypee Palace Hotel, Tajganj",Chinese,2500,4,Rs.,4.1,Very Good,90,2,-1,-1
3400074,Liquid Lounge Bar - Radisson Blu,Bar,Agra,"Radisson Blu, Tajganj",Finger Food,2500,4,Rs.,3.9,Good,19,13,-1,-1
3400325,MoMo Cafe,Fine Dining,Agra,"Courtyard by Marriott Agra, Tajganj","Italian, North Indian, Fast Food, Continental, Beverages, Asian",2000,4,Rs.,4.5,Excellent,182,388,-1,-1
3400093,GAD - The Gateway Hotel,Fine Dining,Agra,"The Gateway Hotel, Tajganj","North Indian, Chinese, Continental, Italian, Mughlai, Fast Food",2000,4,Rs.,3.8,Good,36,62,-1,-1
3400114,The Restaurant - Trident Hotel,Fine Dining,Agra,"Trident Hotel, Tajganj","North Indian, Chinese, Continental",2000,4,Rs.,4.0,Very Good,57,26,-1,-1
3400079,The Grand Buffet - Jaypee Palace Hotel,Fine Dining,Agra,"Jaypee Palace Hotel, Tajganj","North Indian, Continental",2000,4,Rs.,4.0,Very Good,55,16,-1,-1
3400957,Anise,Fine Dining,Agra,Tajganj,North Indian,2000,4,Rs.,3.8,Good,23,40,-1,-1
3400171,Rendezvous - Hotel Howard Plaza,Fine Dining,Agra,"Hotel Howard Plaza, Tajganj","North Indian, Chinese, Continental",2000,4,Rs.,3.5,Good,13,21,-1,-1
3400094,Jhankar - The Gateway Hotel,Fine Dining,Agra,"The Gateway Hotel, Tajganj","North Indian, Mughlai",2000,4,Rs.,3.8,Good,21,8,-1,-1
3400061,Maikhana - ITC Mughal,Fine Dining,Agra,"ITC Mughal, Tajganj",Finger Food,2000,4,Rs.,3.6,Good,13,15,-1,-1
3400095,Saqui - The Gateway Hotel,Bar,Agra,"The Gateway Hotel, Tajganj",Finger Food,2000,4,Rs.,3.3,Average,6,8,-1,-1
3400063,Bagh E Bahar Lounge - ITC Mughal,Fine Dining,Agra,"ITC Mughal, Tajganj",Finger Food,2000,4,Rs.,3.3,Average,8,3,-1,-1
3400120,The Tequila - Mansingh Palace,Bar,Agra,"Mansingh Palace, Tajganj",Finger Food,2000,4,Rs.,0.0,Not rated,2,5,-1,-1
3400115,The Bar - Trident Hotel,Bar,Agra,"Trident Hotel, Tajganj",Finger Food,2000,4,Rs.,0.0,Not rated,3,0,-1,-1
3400427,Shahenshah,Casual Dining,Agra,Rakabganj,"Asian, South Indian, Continental, Chinese, North Indian",2000,4,Rs.,0.0,Not rated,1,0,-1,-1
3400431,Maikhana,Bar,Agra,Rakabganj,Beverages,2000,4,Rs.,0.0,Not rated,1,2,-1,-1
3400119,Sheesh Mahal - Mansingh Palace,Fine Dining,Agra,"Mansingh Palace, Tajganj","North Indian, Chinese, Continental",1800,4,Rs.,3.6,Good,21,35,-1,-1
3400116,Alfresco - Trident Hotel,Fine Dining,Agra,"Trident Hotel, Tajganj",Italian,1800,4,Rs.,3.4,Average,7,11,-1,-1
3400056,Mughal Bar - Hotel Clarks Shiraz,Bar,Agra,"Hotel Clarks Shiraz, Agra Cantt",Finger Food,1800,4,Rs.,0.0,Not rated,2,8,-1,-1
3400185,Majeliss,Bar,Agra,"Hotel Royale Residency, Tajganj",Finger Food,1800,4,Rs.,0.0,Not rated,1,13,-1,-1
19091260,Barbeque Nation,Casual Dining,Agra,Civil Lines,"North Indian, Chinese, Mediterranean",1600,4,Rs.,4.1,Very Good,59,27,-1,-1
3400361,Cake D'or,Bakery,Agra,Civil Lines,"Bakery, Desserts",1600,4,Rs.,4.1,Very Good,67,43,1,-1
3400350,Bon Barbecue,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental",1500,4,Rs.,4.2,Very Good,185,133,-1,-1
3400033,The Ccharcoal Chimney,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental, Mughlai",1500,4,Rs.,3.9,Good,126,66,1,-1
3400913,Glassy,Café,Agra,Tajganj,"Cafe, Chinese, Continental, Indian",1500,4,Rs.,3.7,Good,45,38,-1,-1
3400152,Ripples - Mansingh Palace,Fine Dining,Agra,"Mansingh Palace, Tajganj","North Indian, Continental",1500,4,Rs.,0.0,Not rated,2,62,-1,-1
3400329,Bridge - Bhawna Clarks Inn,Casual Dining,Agra,Sikandra,"North Indian, Chinese, Continental",1500,4,Rs.,2.8,Average,23,10,-1,-1
18691851,Noosh,Casual Dining,Agra,Rakabganj,"Chinese, Continental, Fast Food, Finger Food, North Indian",1500,4,Rs.,3.6,Good,21,10,1,-1
3400537,Seven Hills Rooftop Restaurant,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental",1500,4,Rs.,3.4,Average,18,14,-1,-1
3400274,Metro Bar,Bar,Agra,"Hotel Metro, Civil Lines",Finger Food,1500,4,Rs.,3.4,Average,11,7,-1,-1
3401115,The Chamber,Quick Bites,Agra,Tajganj,"North Indian, Mughlai, Continental, Chinese",1500,4,Rs.,3.2,Average,6,1,-1,-1
18990903,The Pindi Agra,Casual Dining,Agra,Tajganj,"North Indian, Chinese",1500,4,Rs.,0.0,Not rated,3,1,-1,-1
3400191,Utkarsh Vilas Restaurant,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental",1500,4,Rs.,0.0,Not rated,3,12,-1,-1
3400273,Rooftop Bar-Be-Que,Casual Dining,Agra,"Hotel Metro, Civil Lines","North Indian, Mughlai, Chinese, Continental",1500,4,Rs.,3.1,Average,5,9,-1,-1
18924528,3D Liquid Lounge,Lounge,Agra,Agra Cantt,Bar Food,1500,4,Rs.,0.0,Not rated,1,0,1,-1
3400535,Emperor Restaurant,Casual Dining,Agra,Tajganj,"North Indian, Continental, Chinese",1500,4,Rs.,0.0,Not rated,1,5,-1,-1
3400213,Saqi Bar,Bar,Agra,"Hotel Ganga Ratan, Tajganj",Finger Food,1500,4,Rs.,0.0,Not rated,0,2,-1,-1
19156202,Tmahroosh Bar - Ramada Plaza,Bar,Agra,"Ramada Plaza, Tajganj","North Indian, Mughlai, Finger Food",1500,4,Rs.,0.0,Not rated,0,0,-1,-1
18942402,Folks Pub,Pub,Agra,Civil Lines,"North Indian, Chinese",1400,3,Rs.,4.0,Very Good,65,46,-1,-1
3401056,Sauma,Casual Dining,Agra,Tajganj,"Chinese, North Indian",1400,3,Rs.,3.8,Good,34,11,1,-1
19041178,SUMAC - Hotel Royale' Regent,Casual Dining,Agra,Tajganj,"North Indian, South Indian, Chinese, Continental",1400,3,Rs.,3.3,Average,9,7,-1,-1
3400083,The Tea Lounge - Jaypee Palace Hotel,Café,Agra,"Jaypee Palace Hotel, Tajganj",Cafe,1300,3,Rs.,3.3,Average,5,2,-1,-1
3400013,Merry Go Round,Casual Dining,Agra,"Hotel Pushp Villa, Tajganj","North Indian, Chinese, Continental",1250,3,Rs.,3.2,Average,25,10,1,-1
3400531,Star Chilli,Casual Dining,Agra,Tajganj,North Indian,1250,3,Rs.,0.0,Not rated,3,3,-1,-1
3400603,Karims,Quick Bites,Agra,Tajganj,"Mughlai, Kebab",1200,3,Rs.,4.0,Very Good,71,16,-1,-1
3400349,Indian By Nature,Casual Dining,Agra,Civil Lines,North Indian,1200,3,Rs.,2.6,Average,54,18,1,-1
3400068,Kesar Restaurant,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental",1200,3,Rs.,3.4,Average,25,29,1,-1
3400950,Frontier Multi Cuisine Roof Top Restaurant,Casual Dining,Agra,Mantola,"Continental, North Indian, Italian",1200,3,Rs.,0.0,Not rated,2,10,-1,-1
3400439,Roof Top,Casual Dining,Agra,Tajganj,"Asian, North Indian, Chinese, South Indian, Italian",1200,3,Rs.,0.0,Not rated,2,0,-1,-1
3401110,Club Replay,Quick Bites,Agra,Tajganj,"North Indian, Continental, Chinese",1200,3,Rs.,0.0,Not rated,3,1,-1,-1
3400402,Golden Curry,Casual Dining,Agra,Kuberpur,"North Indian, Chinese, South Indian",1200,3,Rs.,0.0,Not rated,1,6,-1,-1
19153157,Rooftop Light House Restaurant,Casual Dining,Agra,Tajganj,"North Indian, Italian, Chinese",1200,3,Rs.,0.0,Not rated,0,0,-1,-1
3400435,Hotel City Square,Casual Dining,Agra,Tajganj,"Asian, North Indian, Chinese",1200,3,Rs.,0.0,Not rated,0,0,-1,-1
3400527,Mughal Spice,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental",1150,3,Rs.,3.9,Good,57,14,1,-1
3400004,Club Rush,Lounge,Agra,Tajganj,"North Indian, Chinese, Continental",1100,3,Rs.,3.8,Good,74,31,1,-1
3400184,Salt - Pepper Restaurant,Casual Dining,Agra,"Hotel Royale Residency, Tajganj","North Indian, Chinese, Continental",1100,3,Rs.,3.4,Average,13,20,1,-1
3400519,Kuch Bhi - Siri 18,Casual Dining,Agra,Tajganj,"North Indian, Chinese, Continental",1100,3,Rs.,0.0,Not rated,2,3,1,-1
3400529,Zahraa Restaurant,Casual Dining,Agra,Tajganj,"North Indian, Continental, Chinese",1050,3,Rs.,0.0,Not rated,3,8,-1,-1
3401951,Big Daddy,Lounge,Agra,Tajganj,"North Indian, Chinese, Continental",1000,3,Rs.,4.0,Very Good,174,73,-1,-1
18981109,Roofmates,Casual Dining,Agra,Sikandra,"North Indian, Chinese",1000,3,Rs.,4.2,Very Good,125,67,1,-1
3400356,Ashoka Bar,Bar,Agra,Civil Lines,North Indian,1000,3,Rs.,3.9,Good,87,9,1,-1
3400096,The Park Restaurant,Casual Dining,Agra,Agra Cantt,"North Indian, Chinese, Continental, Mughlai",1000,3,Rs.,3.7,Good,85,36,1,-1
3400002,Pankhuri Restaurant,Casual Dining,Agra,Rakabganj,"North Indian, Chinese, Continental, South Indian",1000,3,Rs.,3.9,Good,74,27,1,-1
